bio;computeEnabled;control;id;isActive;corr;corr20d;corr20dRank;fnc;fncRank;mmc;mmcRank;prevCorr20dRank;prevFncRank;prevMmcRank;prevRank;rank;oneDay;oneYear;threeMonths;linkText;linkUrl;bronze;gold;silver;corrMultiplier;mmcMultiplier;takeProfit;startDate;team;username
;False;1.530451873940792e-5;91703183-65f3-4b60-ab61-ee7b0f572920;True;2332;0;0;2461;;1375;0;0;;;;;0.9284185226565757;;;;;;;;1.0;0.0;False;10/20/2020 05:34:03;False;kaleidoscopegamma
;True;8.307125251102904e-6;d9d39a87-6cc2-459e-b1b0-57eb3a1b7e71;True;2333;0;0;2011;;2978;0;0;;;;;-4.365845313400006;;-8.31702467168747;;;;;;1.0;0.0;False;03/20/2021 17:05:14;False;ml_is_lyf_10
;False;9.030685506373583e-4;04390a0a-9650-4d99-98da-d7a7a0ec11b9;True;2334;0;0;2716;;858;0;0;;;;;-2.407734985738223;;17.2814141855552;;;;;;1.0;2.0;False;02/13/2021 20:07:10;False;uss_defiant
Fortune favors the overfitter!;False;4.2858884395249846e-5;0d97e1a8-6319-4a7c-9dee-401532abbb75;True;2335;0;0;1301;;1145;0;0;;;;;-5.290666083140864;;13.1215161599872;;;;;;1.0;2.0;False;02/21/2021 20:21:39;False;aeternus_tera
;False;0.0;75f1dd94-26f1-4462-a48c-a71361e827b4;False;2336;0;0;1374;;3223;0;0;;;;;;;;;;;;;;;False;01/19/2021 23:42:10;False;falecomhiperbolao_5
;False;2.292425415060907e-4;4afff9ec-e06a-405c-8785-4fbd01357d46;True;2337;0;0;2508;;504;0;0;;;;;-4.180611022448079;;3.66209108474216;;;;;;1.0;2.0;False;04/14/2020 05:42:49;False;jmnum6
;False;0.0;918ea9e8-4d9f-4cab-ac09-9c3b9fa7bf28;False;2338;0;0;2825;;910;0;0;;;;;;;;;;;;;;;False;02/14/2021 11:42:23;False;discover03
;False;2.358740528647499e-5;74160748-76cf-4d88-a0a1-d54561cb4c0d;True;2339;0;0;2036;;3164;0;0;;;;;-4.46193923111259;;14.0129825196352;;;;;;;;False;04/26/2021 06:05:54;False;letsenvision4
;False;1.7547963223987283e-5;b7f1dd6e-3815-4cc7-92a9-1ae7a0335055;True;2340;0;0;601;;1601;0;0;;;;;-7.0204219701497665;;1.34634636348965;;;;;;1.0;2.0;False;03/02/2021 10:11:35;False;mwang_xgb1
;False;1.9494770239455164e-7;3c220b86-2d2f-48eb-9390-3f687377a80e;True;2341;0;0;1610;;144;0;0;;;;;-4.456963092053826;;32.7546155489818;;;;;;1.0;2.0;False;03/02/2021 15:10:09;False;zbzzz0
;False;9.092830642430901e-6;b6ec3a8b-3396-4567-bf0e-717b2672e82a;True;2342;0;0;2351;;2532;0;0;;;;;-6.427747033604749;;;;;;;;1.0;1.0;False;02/14/2021 11:24:49;False;g2
The IA_AI Crew;False;4.551780135523964e-5;1223aaf8-92c3-4d69-a5fd-3ae3ddcf22b5;True;2343;0;0;2499;;2702;0;0;;;;;-6.081373143136047;139.466207107189;8.08231958294206;Numerati Dashboard;http://woobe.github.io/numerati;;;;1.0;0.0;True;05/17/2020 16:58:18;False;low_cor_pred
;False;0.0025555336120059134;69115ddf-77f9-4423-9e04-cee4ce4cdadf;True;2344;0;0;2467;;2596;0;0;;;;;-4.787415478260521;114.038028640727;5.56922329465397;;;;;;1.0;0.0;False;05/21/2017 04:11:05;False;tomservo
;False;0.0;42903177-8011-4329-b9be-4ea7eac87939;False;2345;0;0;1504;;2607;0;0;;;;;;;;;;;;;;;False;03/14/2021 11:19:55;False;antonioai3
;False;8.147471374759542e-5;18ccd2f8-79bd-4b48-8317-9c9b2c691170;True;2346;0;0;1731;;3043;0;0;;;;;-6.149400203443482;;0.181990221102435;Twitter;https://twitter.com/Y_oHr_N;;;;1.0;0.0;False;04/12/2021 02:53:00;False;kon_1
For sale: forum.numer.ai/t/marketplace-jackerparker4-model-for-sale/3641, gumroad.com/jackerparker;False;0.0;71816873-68fc-470c-854a-f072e8f8086e;False;2347;0;0;2236;;2869;0;0;;;;;;;;;;;;;1.0;1.0;False;12/05/2019 09:03:27;False;jackerparker
;False;0.0;bf290bfe-9891-4dba-9579-60dc5d3ffd70;False;2348;0;0;1348;;3193;0;0;;;;;;;;;;;;;;;False;01/19/2021 23:42:46;False;falecomhiperbolao_9
;False;7.99415046182906e-6;9b657a2e-a4be-4779-a499-072a6fc2adf9;True;2349;0;0;3141;;2020;0;0;;;;;-8.021777263309497;;17.8652543287039;;;;;;1.0;2.0;False;03/18/2021 19:33:06;False;horangejello
;False;0.0;e12521c2-2b71-438f-806c-0d71fe65de27;False;2350;0;0;2315;;3516;0;0;;;;;;;;;;;;;;;False;10/11/2020 00:19:47;False;raven488
;False;8.847267223874157e-7;22b3c278-44ef-4fb8-b1d8-78aef91e409c;True;2351;0;0;2172;;1043;0;0;;;;;-2.617991320120574;;7.61089115185372;;;;;;1.0;0.0;False;10/02/2020 08:58:19;False;themiconnine
;False;0.0;e3ce08dc-0e25-4b85-8edb-5d85e677063b;False;2352;0;0;1874;;2890;0;0;;;;;;;;;;;;;;;False;12/29/2020 10:16:00;False;tachikoma_ai_z
;True;2.6218885452386055e-6;0e01205f-b0e1-480e-a1c1-2bb6566875ba;True;2353;0;0;1930;;1594;0;0;;;;;-3.118734955443884;;9.70014649888011;;;;;;1.0;0.5;False;12/30/2020 00:23:43;True;numerark
;True;3.1487882860272055e-4;592e49ee-8e75-4220-8c04-b9d7d83782e7;True;2354;0;0;1929;;1595;0;0;;;;;-3.2059427697338143;121.621663356077;8.48159738375287;;;;;;1.0;0.0;False;01/19/2020 14:59:18;False;suud
;False;1.0784772182860573e-5;3af4e72e-0c8a-43c0-a268-b28bdfe97488;True;2355;0;0;2803;;2932;0;0;;;;;-6.463695922303022;;-7.30021012977936;;;;;;1.0;2.0;False;03/21/2021 14:21:25;False;ailex_7
;False;6.137518755116831e-5;3847d009-4734-45b1-b349-54a92419dd12;True;2356;0;0;2748;;879;0;0;;;;;-2.407734985738223;;18.1454240966605;;;;;;1.0;2.0;False;03/27/2021 21:09:58;False;baran_m3
;True;0.0;3325c248-5c5d-4200-8025-c39b024a06ab;False;2357;0;0;2318;;980;0;0;;;;;;;;;;;;;;;False;04/09/2021 01:02:39;False;green_jade
;False;3.673046551331536e-8;5c1a716a-1e64-4884-9e13-0eef1ba70faa;True;2358;0;0;3127;;1129;0;0;;;;;-1.063825223183924;;7.73581739219655;;;;;;1.0;1.0;False;03/07/2021 17:08:50;False;dex_model_26
;False;1.0394240232278983e-5;8e439f45-e779-4a9b-8115-c73a72dddd74;True;2359;0;0;3104;;3026;0;0;;;;;-2.685147215198815;;-0.283130646254326;;;;;;1.0;2.0;True;03/26/2020 20:06:27;False;smoghovian
;False;1.4897868983748792e-6;df6d7fde-4b17-475b-ac70-6048b57554f0;True;2360;0;0;614;;399;0;0;;;;;0.6759013522436713;;13.1305914574678;;;;;;1.0;0.0;False;12/17/2020 11:01:09;False;davat8
;False;1.0390138262404675e-6;03e3f7a9-048c-4c8b-b3af-e9bbe8a41294;True;2361;0;0;3071;;2894;0;0;;;;;-5.267012502545991;88.1508718021618;11.1015420255307;Linkedin;https://www.linkedin.com/in/alejocuartas/;;;;1.0;2.0;False;04/25/2019 04:01:26;False;alejoair
;False;2.9644481229234885e-6;359081d0-14c1-4b66-b6f2-d60654bedf8f;True;2362;0;0;2888;;2294;0;0;;;;;-4.721024102410066;;1.13339427716777;;;;;;1.0;2.0;False;03/17/2021 13:07:09;False;gpt
;False;2.990237328106144e-8;d7656f68-4656-44a9-b1d9-d4dba0498440;True;2363;0;0;2140;;1417;0;0;;;;;-1.3972414535987097;;25.2870314271768;;;;;;1.0;1.0;False;03/07/2021 17:07:58;False;dex_model_23
;False;2.336527094174115e-5;b69272ad-386e-454e-97a2-559a21a618f1;True;2364;0;0;2051;;656;0;0;;;;;-3.2726535965846546;;4.45087257181573;;;;;;1.0;1.0;False;06/22/2016 03:47:55;False;oholiab
;False;1.0024892551476497e-6;e0cee05c-9208-44f5-b72f-fe65c2553bbf;True;2365;0;0;2545;;2548;0;0;;;;;-2.5622906034209723;266.404016386941;8.80507742623522;;;;;;1.0;0.0;False;12/06/2017 08:48:49;False;yudanshaiii
;False;0.0;2d63a4e1-d01d-4548-a9f7-60b794220e60;False;2366;0;0;3137;;3034;0;0;;;;;;;;;;;;;;;False;01/19/2021 23:43:12;False;falecomhiperbolao_12
;False;0.002538051804042166;8b2d1bbb-7848-4d55-9359-c9b083895386;True;2367;0;0;1603;;1552;0;0;;;;;-4.074450699898122;118.650357397682;-7.62096550492872;;;;;;1.0;0.5;False;06/03/2019 18:52:47;False;joebiden
;False;3.839294840029291e-6;9ded3c53-c0dc-4fba-a674-4f5ddb227304;True;2368;0;0;2562;;3190;0;0;;;;;-2.6023559281862196;;;;;;;;1.0;1.0;False;03/02/2021 10:07:19;False;numo
;False;0.0;01ad6dbf-3cfc-4d45-bbf1-6d4b64ea09db;False;2369;0;0;3218;;103;0;0;;;;;;;;;;;;;;;False;03/20/2021 16:51:02;False;roadrnnr11
;False;0.0;94edb001-f876-4e6c-be9d-e26fd764bb85;False;2370;0;0;2714;;3392;0;0;;;;;;;;;;;;;;;False;03/11/2021 11:13:03;False;tachikoma_ai_w
;False;1.797802500317782e-4;de2c2725-94f7-432c-a24c-aecc156b4789;True;2371;0;0;2482;;1309;0;0;;;;;-3.7570445324320794;;0.516175145667086;;;;;;1.0;0.0;False;12/10/2020 13:15:48;False;neptunea
I know my stuff. Lets connect!;False;3.770509391000722e-4;4799ac67-6c8c-420e-992c-95d653cd3251;True;2372;0;0;1935;;1447;0;0;;;;;0.4918554235394422;263.908257979368;10.7595015736868;LinkedIn;https://www.linkedin.com/in/rocky-xu-0487498b/;;;;1.0;1.0;False;06/02/2020 16:32:59;False;tiger_stone
;False;1.1293603943568384e-4;97b8045c-77b5-47bf-bfb1-76bf3d785d6e;True;2373;0;0;2368;;1968;0;0;;;;;-2.6656459086419075;133.313993428853;4.7159768267218;;;;;;1.0;0.0;False;07/25/2019 16:29:23;False;videigren
;False;6.558059220126206e-5;de66b519-6fb7-4944-8090-1e1b106e4d0d;True;2374;0;0;3211;;1779;0;0;;;;;-2.181156022750961;;-2.45502030701485;;;;;;1.0;2.0;False;03/28/2021 21:15:03;False;http418
The IA_AI Crew;False;2.8409568596883094e-5;a8abf41c-e638-4bd3-977b-06cb2f7d1561;True;2375;0;0;2101;;2406;0;0;;;;;-3.2352513564758745;;9.98076241134314;Numerati Dashboard;http://woobe.github.io/numerati;;;;1.0;0.0;True;10/05/2020 11:04:23;False;the_aijoe2
;False;7.010692785584371e-4;05c7f8aa-eb2f-43f8-a09a-eeef3af8d3f7;True;2376;0;0;2509;;2756;0;0;;;;;-4.794161491120255;211.089446849148;5.46827619579549;;;;;;;;False;05/25/2020 07:42:01;False;fxh6
"grunt junior.  ";False;6.271646211488584e-5;26a78794-7cf1-412d-897a-f71d9d896f1a;True;2377;0;0;2218;;3017;0;0;;;;;-3.8946602845944094;149.862981343324;6.75034285187897;;;;;;1.0;0.0;False;08/24/2017 05:37:59;False;javibear1
;False;0.0;26053231-4bec-4de5-9d38-45ece9202100;False;2378;0;0;2386;;1641;0;0;;;;;;;;;;;;;;;False;05/16/2020 10:12:14;False;sanliu
;False;0.0;1dc99b79-2968-4c00-ae6a-8f48824fa1cc;False;2379;0;0;3269;;1819;0;0;;;;;;;;;;;;;;;False;03/21/2021 13:49:43;False;gammarat4
;False;7.464389035335347e-5;89196698-74b2-464e-8cba-f4fa528908b7;True;2380;0;0;2911;;3039;0;0;;;;;-1.1322068383783754;;-4.8517815574228;;;;;;1.0;2.0;False;12/13/2020 11:43:07;False;mygle011
;False;4.932092892451692e-5;812f5de4-96c8-4af1-8c3e-cf362d3138b1;True;2380;0;0;2911;;3039;0;0;;;;;-1.1322068383783754;;-4.8517815574228;;;;;;1.0;2.0;False;11/30/2020 12:42:24;False;mygle008
;False;0.0;9ce86495-2875-477a-8285-ec75858ed056;False;2382;0;0;1123;;1790;0;0;;;;;;;;;;;;;;;False;10/11/2020 03:43:07;False;kemo12
;True;3.3564306056289354e-5;59f051ca-c381-49c4-a241-a12bc04ecb9a;True;2383;0;0;2829;;2940;0;0;;;;;-5.8006813892424045;163.03606556214;-0.308345767015894;;;;;;1.0;0.5;True;08/14/2020 09:19:55;False;tit_btcqash
;False;0.0;aad24dde-437b-41d9-b919-9e5fe088e590;False;2384;0;0;1342;;2444;0;0;;;;;;;;;;;;;;;False;03/31/2017 12:22:40;False;hahaai
;False;0.0;0b6ca0d7-e333-47d3-8b54-ae6490db6527;False;2385;0;0;2480;;3603;0;0;;;;;;;;;;;;;;;False;09/20/2020 21:41:55;False;raven487
Crown Holder llc. Is a Los Angeles Hedge Fund software dev founded by Michael Kees;False;2.7538691799025876e-8;dc9803f1-630f-4801-b832-52482072654f;True;2386;0;0;2270;;2432;0;0;;;;;-3.6816104038735378;;3.37140109042116;;;;;;1.0;2.0;False;03/18/2021 19:45:18;False;crownholder
;False;4.950560967596863e-5;5a16082c-9a45-4652-a827-39b0b3730641;True;2387;0;0;3044;;2810;0;0;;;;;-4.820481319870121;;3.38074575751046;;;;;;1.0;0.0;False;10/05/2020 17:49:27;False;sshb
;False;0.0;76171b97-557e-4fe8-b3fe-6e900a6fbccd;True;2388;0;0;2338;;3296;0;0;;;;;7.895168088974929e-4;;;;;;;;1.0;2.0;False;05/10/2016 10:14:39;False;thepawn7
;False;6.83523261169983e-4;731332df-a00d-4e57-b3d5-8e0ec8b37c48;True;2389;0;0;2682;;1301;0;0;;;;;-0.11809859949567296;;8.10905745976534;;;;;;1.0;2.0;False;05/08/2020 20:46:25;False;all_birds
;False;2.1564837936763164e-6;0e54204b-8bf0-49a2-8a88-7d7dc5a3be08;True;2390;0;0;3301;;2725;0;0;;;;;-4.170858965216236;;0.788847330526643;;;;;;;;False;03/19/2021 11:42:38;False;lock_key
;False;7.481651008566049e-6;ebc0f31a-8aa9-4f6e-bc62-8bcdc63b6d9c;True;2391;0;0;2832;;2846;0;0;;;;;-1.731216085354768;42.9518742153958;16.1413345823598;;;;;;1.0;2.0;False;09/10/2018 06:33:07;False;danzell_beta
;False;5.9693729955442065e-5;2ab848fc-d743-4f55-9226-88a7e20f5435;True;2392;0;0;2853;;919;0;0;;;;;-2.407734985738223;;16.0225835579655;;;;;;1.0;2.0;False;03/15/2021 19:33:53;False;btu2
;False;1.3064087532744539e-5;fd55509d-63dc-43e4-8b73-33e527a098ef;True;2393;0;0;2616;;3481;0;0;;;;;-6.229724743924984;;9.81509747811384;;;;;;;;False;04/25/2021 23:46:01;False;pepe_le_prawn
;False;9.747304147602105e-6;569320aa-8ec9-44df-8e8d-bf630efbb418;True;2394;0;0;1417;;750;0;0;;;;;-0.48849797002967854;;11.6498851394908;;;;;;1.0;0.0;False;11/28/2020 20:08:56;False;antti
;False;0.0;9f833bc2-a486-49f2-a0e7-e1b94785f919;False;2395;0;0;2357;;3060;0;0;;;;;;;;;;;;;;;False;10/04/2020 18:53:15;False;rvx7
;False;0.0;991a2152-5f07-4763-b972-167396681768;False;2396;0;0;3196;;113;0;0;;;;;;;;;;;;;;;False;03/20/2021 16:50:54;False;roadrnnr10
;False;6.933380284709943e-6;deddd026-4ce1-4ddf-8a7e-6be50e1c5826;True;2397;0;0;3319;;3376;0;0;;;;;-5.027489860892078;;11.5727674933551;;;;;;;;False;04/11/2021 23:07:50;False;rylandcapitalv2
;False;1.2268363141823464e-7;30bab3ec-738f-405c-899e-6ed6528ed463;True;2398;0;0;2697;;2812;0;0;;;;;-2.0731133930171133;;-4.20678160432867;;;;;;1.0;2.0;False;01/08/2021 00:57:20;False;mygle015
I am BASE_LEVEL next generation;True;6.625884756255169e-5;b1621a40-4604-4de0-9729-1d5f023a3395;True;2399;0;0;1751;;3107;0;0;;;;;-3.5603288732217044;;11.2136916716294;;;;;;1.0;0.0;False;04/15/2021 15:45:36;False;base_level_b
;False;2.9274367995133795e-8;186f880f-1505-4af2-8eec-d22a7d11119d;True;2400;0;0;3042;;2817;0;0;;;;;0.12011638430289001;;11.815045575403;;;;;;1.0;0.0;False;03/07/2021 17:04:56;False;dex_model_12
;True;8.12220308094025e-6;966fb486-4d00-4277-8ef6-a8b3068b4fac;True;2401;0;0;2021;;3000;0;0;;;;;-5.498023119324906;;-7.01746303182506;;;;;;1.0;0.0;False;02/10/2021 18:40:05;False;ml_is_lyf
Just another R user;False;0.0029684316671885693;634bd6ea-126e-41ef-be73-94c59113ecfa;True;2402;0;0;2591;;2431;0;0;;;;;-5.170501577398913;192.328051004871;-0.672811888651315;;;;;;1.0;1.0;False;11/18/2016 11:59:14;False;timboy
;False;0.0;b7a44a16-3028-4e56-bcfd-2bf0da64c4b5;False;2403;0;0;2954;;214;0;0;;;;;;;;;;;;;1.0;2.0;False;03/14/2021 00:23:16;False;gdtrubendes
;False;0.0;fcf9abbd-c742-40b6-bdb2-fc73558edf5f;False;2404;0;0;3023;;3003;0;0;;;;;;;;;;;;;1.0;2.0;False;03/07/2021 00:09:53;False;habakan_tbm
;False;0.001598962085181477;6c41c0b0-f098-49e3-a123-fa2bd92166dd;True;2405;0;0;1346;;3057;0;0;;;;;-5.337119633750519;;7.09266399486936;;;;;;;;False;03/14/2021 04:02:43;False;memory7
;False;0.0;797158b9-8b62-4398-8399-9ced79e35d93;False;2406;0;0;4111;;282;0;0;;;;;;;;;;;;;;;False;08/16/2020 00:07:00;False;apt
;False;0.0;1478acf5-49d8-4bd2-9f29-baa904afe955;False;2407;0;0;2231;;2539;0;0;;;;;;;;;;;;;;;False;03/20/2021 18:34:41;False;model_00h
;False;0.0;263d5657-e48a-4d80-8798-0f81dc814321;False;2408;0;0;2512;;2112;0;0;;;;;;;;;;;;;;;False;09/27/2020 12:04:00;False;exp_mamo
;False;0.0;4d9e431b-e2bf-4ea9-aa55-4e38022cbb9e;False;2409;0;0;1544;;3185;0;0;;;;;;;;;;;;;1.0;1.0;False;10/08/2020 16:13:31;False;crowdcent_dmd4n2
;False;2.030757437087034e-4;a3e5edd7-f57e-4d02-8702-25753f0acbde;True;2410;0;0;2525;;536;0;0;;;;;-4.660474141324125;;-0.52209531821592;;;;;;1.0;2.0;False;12/14/2020 06:53:40;False;jmnum10
;False;5.559939957787094e-6;e456e8be-7b16-4c62-aed4-e834850c072e;True;2411;0;0;1923;;1207;0;0;;;;;-0.45007312681000566;;10.6089449169228;;;;;;1.0;0.0;False;11/29/2020 08:46:50;False;marsella
;False;1.4456354769445704e-5;6939d79d-e9ad-448a-8891-2f748cbe2f94;True;2412;0;0;2100;;2315;0;0;;;;;-4.656619850084839;;10.6521495398574;;;;;;1.0;2.0;False;04/12/2021 13:47:06;False;aeternus_mars
;False;2.9588883154354318e-8;b5805e8e-d0a5-4567-aab1-83210aac8df4;True;2413;0;0;1361;;1419;0;0;;;;;-0.22199194236169734;;9.15582929332657;;;;;;1.0;0.0;False;03/07/2021 17:08:35;False;dex_model_25
There are 10 kinds of people in this world, those who understand binary and those who don't.;False;3.750277302693087e-5;6df15f11-7ff2-4b73-bb71-1c4519c5772c;True;2414;0;0;2984;;2953;0;0;;;;;-5.918264969402501;113.642089811896;5.33877173605122;;;;;;1.0;1.0;False;09/12/2019 10:14:51;False;beepboopbeep
;False;0.0;5f335465-4696-47bd-bab4-4170c14509c9;False;2415;0;0;1848;;1108;0;0;;;;;;;;;;;;;;;False;03/24/2021 15:37:11;False;z80_m3
;False;5.800067783399421e-8;f4345a10-8881-44db-a210-5caacdb93b22;True;2416;0;0;2796;;2857;0;0;;;;;-5.571912182994445;186.083439720588;-0.218652237785266;;;;;;1.0;2.0;False;05/23/2020 17:59:16;False;zodiak4
;False;2.9751384422592483e-8;b80ce706-f364-4608-b836-0660c65706a4;True;2417;0;0;3018;;2622;0;0;;;;;-0.7735006178236928;;-1.02406275050838;;;;;;1.0;2.0;False;01/13/2021 21:16:19;False;rubus
;False;2.2183886243655959e-4;218c06c1-798d-49f5-98ab-c20af11856f6;True;2418;0;0;2807;;2942;0;0;;;;;-5.2915654154637055;;-1.74054770999778;;;;;;1.0;2.0;False;12/23/2020 13:32:39;False;progress
;False;4.083748625279408e-8;2c84a99d-9496-4952-9277-af7c625cdd7d;True;2419;0;0;3012;;2586;0;0;;;;;-0.765448516298371;;-1.3770720971247;;;;;;1.0;2.0;False;07/08/2020 21:34:20;False;osmium
;False;0.0;c0ba9888-cdce-4b6d-b0a7-a6fba71f678e;False;2420;0;0;1742;;2662;0;0;;;;;;;;;;;;;;;False;03/07/2021 00:10:09;False;habakan_tb
;False;5.852156246468126e-5;c1e4011f-d91b-43e9-9548-3e8c50b11b01;True;2421;0;0;1886;;2439;0;0;;;;;-3.0695833480637043;;8.24481529304832;;;;;;1.0;0.0;False;02/14/2021 11:17:14;False;pulsar
;False;0.0;5024ddd8-1d66-44b8-8e51-a26e686714b3;False;2422;0;0;1183;;2311;0;0;;;;;;;;;;;;;;;False;01/08/2021 14:58:26;False;davat12
;False;6.239970298673535e-5;43e94384-71d3-4c20-b929-1299b590e58d;True;2423;0;0;2731;;3579;0;0;;;;;-5.50899488581819;;6.45775328852585;;;;;;1.0;0.0;False;03/11/2021 00:58:18;False;aur3liano
;False;0.0;4a7da2ee-7ac5-4070-8436-ae106ec22011;False;2424;0;0;2171;;2990;0;0;;;;;;;;;;;;;;;False;10/18/2020 09:33:04;False;kleiner
;False;0.0;2c49ff94-10f3-47d5-8267-62ecc9e212f1;False;2425;0;0;3190;;3268;0;0;;;;;;;;;;;;;;;False;10/12/2020 19:42:02;False;anna0
;False;3.1811254259075854e-8;7cb580fc-12fc-4030-8acb-23041b38fdeb;True;2426;0;0;2191;;2285;0;0;;;;;-3.2512286946979816;;3.74528767647915;;;;;;;;False;03/04/2021 16:35:44;False;zodiak8
;True;3.92117728158705e-5;40d16739-9db1-4fc5-8b4a-dce616ee0485;True;2427;0;0;2909;;3089;0;0;;;;;-6.581696198073899;;8.66688060412899;;;;;;1.0;1.0;False;04/14/2021 08:41:34;False;pmmcbride_lightgbm
;False;0.0;a012792b-fd52-4a36-bbf6-9c02c7c6b3e2;False;2428;0;0;1259;;1605;0;0;;;;;;;;;;;;;;;False;04/04/2021 23:01:50;False;hothand
Intelligence Charisma Wisdom Dexterity Strength;False;1.0928150493247376e-4;83a7c047-78b7-4127-8ee1-7794cbdf47ea;True;2429;0;0;2107;;3068;0;0;;;;;-3.068575404030885;;8.27525949809726;;;;;;1.0;2.0;False;05/21/2017 22:01:01;False;athene
;False;1.2231732505985911e-5;49dc3a07-6029-4bc2-a481-bc73f6e74296;True;2430;0;0;1678;;493;0;0;;;;;1.0796177948033594;;23.8131421081458;;;;;;1.0;1.0;False;11/07/2020 19:54:09;False;trantor
;False;3.3950696509566914e-8;4c63f2ef-fc3e-4acb-a9eb-70738780b0c6;True;2431;0;0;2252;;2515;0;0;;;;;-3.4826138253063306;246.485674914415;-0.737305101840957;;;;;;1.0;1.0;False;05/30/2020 17:56:46;False;prophecy4
;False;2.6699511793201497e-4;b4bf3749-de59-47f3-8e19-b476f376c77c;True;2432;0;0;2262;;2716;0;0;;;;;-4.1582088265333494;;0.699222007207978;;;;;;1.0;0.0;False;03/15/2021 22:20:36;False;budakhan
;False;6.588875948125315e-5;999d22bf-1a87-4811-ab91-5c14def82e3a;True;2433;0;0;3679;;1833;0;0;;;;;-9.080079308814584;234.580503463848;5.65400172001176;;;;;;1.0;2.0;False;08/22/2018 03:20:33;False;alfaprism
;False;6.840565909493731e-7;9fbdb8d7-38ff-4d77-bc8c-7e46be22aaff;True;2434;0;0;1770;;2033;0;0;;;;;-1.8958178761169824;;0.735872046300168;;;;;;1.0;2.0;False;03/29/2020 05:14:03;False;vat09
;False;1.1705239569168706e-5;710a92bb-b2cb-494e-9a74-e671c805253c;True;2435;0;0;3049;;3367;0;0;;;;;-5.838831364255387;;4.12484927411347;;;;;;;;False;04/13/2021 08:02:34;False;ex11
;False;6.7657997067635435e-6;1143882d-7bce-4f60-997a-9b646e664062;True;2436;0;0;2896;;1390;0;0;;;;;-5.679582783049371;;3.42056595924392;;;;;;;;False;08/07/2020 11:22:27;False;wakanda
;False;5.304484582598669e-4;aa24f97c-88ba-4780-b426-1cb3461bfe43;True;2437;0;0;2683;;2838;0;0;;;;;-7.009839145410955;105.235099584753;-7.68593475901741;MM's Model List;https://docs.google.com/document/d/19P_e8ahJUr6HbaOfFAmJSLXcXZWgzSj3lf_zyecBatM/edit?usp=sharing;;;;1.0;2.0;False;05/12/2019 23:24:40;False;adamantiumallosaur
;False;1.6652967339417913e-4;dbbd1385-40c1-4b49-90fd-e7eda65dced2;True;2438;0;0;1662;;1632;0;0;;;;;-0.3188476033517518;;10.8950689250638;;;;;;1.0;0.0;False;05/29/2020 22:09:28;False;magnet
The Komura Library;False;2.9951962759300945e-4;99d1ab32-dd76-4dee-a1dd-4e6df0221e3e;True;2439;0;0;2857;;3005;0;0;;;;;-1.4290779300415877;211.37191398799;11.3507698628844;;;;;;1.0;0.0;False;08/12/2020 18:28:43;False;kafka_murakami
;False;3.499281779065102e-8;fa5888c4-513d-4133-82c5-8c77549615af;True;2440;0;0;2687;;1876;0;0;;;;;-7.7556700032120816;;-0.907951622970393;;;;;;1.0;2.0;False;03/02/2021 05:36:56;False;hackerbotgreedy
;False;2.924740573845795e-4;b1e5dcae-9bd7-4242-bd7c-ca9be6405255;True;2441;0;0;1785;;3206;0;0;;;;;-5.078629867842549;;6.43688460410505;;;;;;1.0;0.0;False;10/03/2020 04:51:48;False;restrading2
Part of JRB's menagerie of models.;False;1.2110943583500959e-5;5f0f8966-d771-4854-b27f-960577dd592c;True;2442;0;0;2797;;3551;0;0;;;;;-5.386209421573797;;4.47913179552226;Master Acct;https://numer.ai/jrb;;;;1.0;1.0;False;04/12/2020 22:05:23;False;hetr
;False;2.673644325819605e-8;235cf580-5baa-4b13-a566-ca5580ddbd1d;True;2443;0;0;1877;;579;0;0;;;;;-8.635845910835517;;4.79705127466321;;;;;;1.0;2.0;False;02/14/2021 04:30:14;False;hiro_rf
His overthinking sometimes gets him lost into inaction. Now he consistently follows the tutorial.;False;4.244739150096731e-5;54664af1-8a2f-413e-a426-c7dfdda9c9b8;True;2444;0;0;2632;;3591;0;0;;;;;-5.213501066222989;;6.60105446692985;;;;;;1.0;2.0;False;04/14/2021 11:14:50;False;dieg0
;False;1.2161610839940947e-6;ed58a061-9839-42e5-9de8-55c872041aa5;True;2445;0;0;2970;;3101;0;0;;;;;-4.435129263863637;;3.90807178107162;;;;;;1.0;0.0;False;02/21/2021 10:01:11;False;tlrader_v7
;False;6.02862131725762e-8;02d52075-a774-46d2-8d0e-51f2b59a38a8;True;2446;0;0;2620;;89;0;0;;;;;-2.497036677845205;;23.7388532398519;;;;;;1.0;2.0;False;09/20/2020 14:08:28;False;skcf_model_10
;False;0.0;44cfacea-e728-47d7-a296-839574df2c81;False;2446;0;0;2620;;89;0;0;;;;;;;;;;;;;1.0;2.0;False;01/11/2021 02:18:22;False;skcf_model_13
;False;0.0;8f62feb7-d414-4438-b0ca-3e2abe843a3a;False;2446;0;0;2620;;89;0;0;;;;;;;;;;;;;1.0;2.0;False;01/11/2021 02:18:33;False;skcf_model_14
;False;0.0;e36028ec-4902-4f5c-9add-9a986a083438;False;2446;0;0;2620;;89;0;0;;;;;;;;;;;;;1.0;2.0;False;01/11/2021 02:18:12;False;skcf_model_12
;False;5.7674103354655845e-8;6f2badb2-c909-41ec-b9c3-8d82acd9e898;True;2446;0;0;2620;;89;0;0;;;;;-2.4970366778452053;;23.7388532398519;;;;;;1.0;2.0;False;12/13/2020 04:22:21;False;skcf_model_11
